year,category_slug,entries,status,url
2021,entertainment-lions-for-music,243,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/entertainment-lions-for-music?tag=publication+dates%40%40year%40%402021
2021,entertainment-lions-for-sport,256,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/entertainment-lions-for-sport?tag=publication+dates%40%40year%40%402021
2021,brand-experience-activation,1186,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/brand-experience-activation?tag=publication+dates%40%40year%40%402021
2021,creative-business-transformation,102,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-business-transformation?tag=publication+dates%40%40year%40%402021
2021,creative-commerce,178,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-commerce?tag=publication+dates%40%40year%40%402021
2021,innovation,89,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/innovation?tag=publication+dates%40%40year%40%402021
2021,luxury,0,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/luxury?tag=publication+dates%40%40year%40%402021
2021,glass-the-lion-for-change,98,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/glass-the-lion-for-change?tag=publication+dates%40%40year%40%402021
2021,sustainable-development-goals,353,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/sustainable-development-goals?tag=publication+dates%40%40year%40%402021
2021,health-wellness,714,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/health-wellness?tag=publication+dates%40%40year%40%402021
2021,pharma,333,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/pharma?tag=publication+dates%40%40year%40%402021
2021,creative-effectiveness,141,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-effectiveness?tag=publication+dates%40%40year%40%402021
2021,creative-strategy,306,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402021
2021,titanium,116,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/titanium?tag=publication+dates%40%40year%40%402021
2022,audio-radio,690,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402022
2022,film,2026,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/film?tag=publication+dates%40%40year%40%402022
2022,outdoor,1801,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/outdoor?tag=publication+dates%40%40year%40%402022
2022,print-publishing,792,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/print-publishing?tag=publication+dates%40%40year%40%402022
2022,design,1056,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402022
2022,digital-craft,664,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402022
2022,film-craft,1704,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/film-craft?tag=publication+dates%40%40year%40%402022
2022,industry-craft,1110,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/industry-craft?tag=publication+dates%40%40year%40%402022
2022,creative-b2b,415,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-b2b?tag=publication+dates%40%40year%40%402022
2022,creative-data,329,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-data?tag=publication+dates%40%40year%40%402022
2022,direct,1922,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402022
2022,media,1739,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/media?tag=publication+dates%40%40year%40%402022
2022,pr,1481,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/pr?tag=publication+dates%40%40year%40%402022
2022,social-creator,1629,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/social-creator?tag=publication+dates%40%40year%40%402022
2022,entertainment,653,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/entertainment?tag=publication+dates%40%40year%40%402022
2022,entertainment-lions-for-gaming,0,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/entertainment-lions-for-gaming?tag=publication+dates%40%40year%40%402022
2022,entertainment-lions-for-music,390,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/entertainment-lions-for-music?tag=publication+dates%40%40year%40%402022
2022,entertainment-lions-for-sport,558,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/entertainment-lions-for-sport?tag=publication+dates%40%40year%40%402022
2022,brand-experience-activation,1914,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/brand-experience-activation?tag=publication+dates%40%40year%40%402022
2022,creative-business-transformation,158,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-business-transformation?tag=publication+dates%40%40year%40%402022
2022,creative-commerce,370,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-commerce?tag=publication+dates%40%40year%40%402022
2022,innovation,114,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/innovation?tag=publication+dates%40%40year%40%402022
2022,luxury,0,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/luxury?tag=publication+dates%40%40year%40%402022
2022,glass-the-lion-for-change,139,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/glass-the-lion-for-change?tag=publication+dates%40%40year%40%402022
2022,sustainable-development-goals,614,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/sustainable-development-goals?tag=publication+dates%40%40year%40%402022
2022,health-wellness,1209,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/health-wellness?tag=publication+dates%40%40year%40%402022
2022,pharma,290,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/pharma?tag=publication+dates%40%40year%40%402022
2022,creative-effectiveness,255,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-effectiveness?tag=publication+dates%40%40year%40%402022
2022,creative-strategy,556,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402022
2022,titanium,198,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/titanium?tag=publication+dates%40%40year%40%402022
2023,audio-radio,707,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402023
2023,film,1859,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/film?tag=publication+dates%40%40year%40%402023
2023,outdoor,1925,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/outdoor?tag=publication+dates%40%40year%40%402023
2023,print-publishing,814,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/print-publishing?tag=publication+dates%40%40year%40%402023
2023,design,977,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402023
2023,digital-craft,615,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402023
2023,film-craft,1714,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/film-craft?tag=publication+dates%40%40year%40%402023
2023,industry-craft,964,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/industry-craft?tag=publication+dates%40%40year%40%402023
2023,creative-b2b,446,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-b2b?tag=publication+dates%40%40year%40%402023
2023,creative-data,416,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-data?tag=publication+dates%40%40year%40%402023
2023,direct,1931,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402023
2023,media,1849,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/media?tag=publication+dates%40%40year%40%402023
2023,pr,1595,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/pr?tag=publication+dates%40%40year%40%402023
2023,social-creator,1460,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/social-creator?tag=publication+dates%40%40year%40%402023
2023,entertainment,769,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/entertainment?tag=publication+dates%40%40year%40%402023
2023,entertainment-lions-for-gaming,607,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/entertainment-lions-for-gaming?tag=publication+dates%40%40year%40%402023
2023,entertainment-lions-for-music,432,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/entertainment-lions-for-music?tag=publication+dates%40%40year%40%402023
2023,entertainment-lions-for-sport,600,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/entertainment-lions-for-sport?tag=publication+dates%40%40year%40%402023
2023,brand-experience-activation,2218,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/brand-experience-activation?tag=publication+dates%40%40year%40%402023
2023,creative-business-transformation,248,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-business-transformation?tag=publication+dates%40%40year%40%402023
2023,creative-commerce,466,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-commerce?tag=publication+dates%40%40year%40%402023
2023,innovation,150,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/innovation?tag=publication+dates%40%40year%40%402023
2023,luxury,0,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/luxury?tag=publication+dates%40%40year%40%402023
2023,glass-the-lion-for-change,183,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/glass-the-lion-for-change?tag=publication+dates%40%40year%40%402023
2023,sustainable-development-goals,688,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/sustainable-development-goals?tag=publication+dates%40%40year%40%402023
2023,health-wellness,1286,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/health-wellness?tag=publication+dates%40%40year%40%402023
2023,pharma,353,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/pharma?tag=publication+dates%40%40year%40%402023
2023,creative-effectiveness,289,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-effectiveness?tag=publication+dates%40%40year%40%402023
2023,creative-strategy,772,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402023
2023,titanium,174,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/titanium?tag=publication+dates%40%40year%40%402023
2024,audio-radio,756,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402024
2024,film,1885,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/film?tag=publication+dates%40%40year%40%402024
2024,outdoor,2053,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/outdoor?tag=publication+dates%40%40year%40%402024
2024,print-publishing,730,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/print-publishing?tag=publication+dates%40%40year%40%402024
2024,design,926,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402024
2024,digital-craft,552,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402024
2024,film-craft,1548,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/film-craft?tag=publication+dates%40%40year%40%402024
2024,industry-craft,1000,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/industry-craft?tag=publication+dates%40%40year%40%402024
2024,creative-b2b,371,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-b2b?tag=publication+dates%40%40year%40%402024
2024,creative-data,366,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-data?tag=publication+dates%40%40year%40%402024
2024,direct,2025,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402024
2024,media,1885,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/media?tag=publication+dates%40%40year%40%402024
2024,pr,1522,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/pr?tag=publication+dates%40%40year%40%402024
2024,social-creator,1761,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/social-creator?tag=publication+dates%40%40year%40%402024
2024,entertainment,762,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/entertainment?tag=publication+dates%40%40year%40%402024
2024,entertainment-lions-for-gaming,407,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/entertainment-lions-for-gaming?tag=publication+dates%40%40year%40%402024
2024,entertainment-lions-for-music,440,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/entertainment-lions-for-music?tag=publication+dates%40%40year%40%402024
2024,entertainment-lions-for-sport,661,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/entertainment-lions-for-sport?tag=publication+dates%40%40year%40%402024
2024,brand-experience-activation,2259,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/brand-experience-activation?tag=publication+dates%40%40year%40%402024
2024,creative-business-transformation,271,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-business-transformation?tag=publication+dates%40%40year%40%402024
2024,creative-commerce,551,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-commerce?tag=publication+dates%40%40year%40%402024
2024,innovation,231,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/innovation?tag=publication+dates%40%40year%40%402024
2024,luxury,188,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/luxury?tag=publication+dates%40%40year%40%402024
2024,glass-the-lion-for-change,165,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/glass-the-lion-for-change?tag=publication+dates%40%40year%40%402024
2024,sustainable-development-goals,588,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/sustainable-development-goals?tag=publication+dates%40%40year%40%402024
2024,health-wellness,1250,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/health-wellness?tag=publication+dates%40%40year%40%402024
2024,pharma,224,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/pharma?tag=publication+dates%40%40year%40%402024
2024,creative-effectiveness,302,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-effectiveness?tag=publication+dates%40%40year%40%402024
2024,creative-strategy,809,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402024
2024,titanium,200,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/titanium?tag=publication+dates%40%40year%40%402024
2025,audio-radio,704,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025
2025,film,1635,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/film?tag=publication+dates%40%40year%40%402025
2025,outdoor,1987,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/outdoor?tag=publication+dates%40%40year%40%402025
2025,print-publishing,761,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/print-publishing?tag=publication+dates%40%40year%40%402025
2025,design,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025
2025,digital-craft,553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025
2025,film-craft,1450,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/film-craft?tag=publication+dates%40%40year%40%402025
2025,industry-craft,770,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/industry-craft?tag=publication+dates%40%40year%40%402025
2025,creative-b2b,415,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-b2b?tag=publication+dates%40%40year%40%402025
2025,creative-data,593,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-data?tag=publication+dates%40%40year%40%402025
2025,direct,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025
2025,media,2049,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/media?tag=publication+dates%40%40year%40%402025
2025,pr,1531,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/pr?tag=publication+dates%40%40year%40%402025
2025,social-creator,1665,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/social-creator?tag=publication+dates%40%40year%40%402025
2025,entertainment,735,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/entertainment?tag=publication+dates%40%40year%40%402025
2025,entertainment-lions-for-gaming,327,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/entertainment-lions-for-gaming?tag=publication+dates%40%40year%40%402025
2025,entertainment-lions-for-music,464,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/entertainment-lions-for-music?tag=publication+dates%40%40year%40%402025
2025,entertainment-lions-for-sport,762,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/entertainment-lions-for-sport?tag=publication+dates%40%40year%40%402025
2025,brand-experience-activation,2323,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/brand-experience-activation?tag=publication+dates%40%40year%40%402025
2025,creative-business-transformation,261,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-business-transformation?tag=publication+dates%40%40year%40%402025
2025,creative-commerce,639,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-commerce?tag=publication+dates%40%40year%40%402025
2025,innovation,229,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/innovation?tag=publication+dates%40%40year%40%402025
2025,luxury,181,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/luxury?tag=publication+dates%40%40year%40%402025
2025,glass-the-lion-for-change,251,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/glass-the-lion-for-change?tag=publication+dates%40%40year%40%402025
2025,sustainable-development-goals,480,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/sustainable-development-goals?tag=publication+dates%40%40year%40%402025
2025,health-wellness,1165,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/health-wellness?tag=publication+dates%40%40year%40%402025
2025,pharma,298,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/pharma?tag=publication+dates%40%40year%40%402025
2025,creative-effectiveness,324,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-effectiveness?tag=publication+dates%40%40year%40%402025
2025,creative-strategy,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025
2025,titanium,184,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/titanium?tag=publication+dates%40%40year%40%402025
