year,category_slug,subcategory,subcategory_hub,work_name,agency,entry_url,source_url
2025,audio-radio,D01 - Consumer Goods,Healthcare,PROMOTION,"OPELLA - ALLEGRA, MRM NEW YORK",https://www.lovethework.com/work/entries/promotion-760733,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,B02 - Sound Design,Sound Design,Zero Disruption AD,"COCA-COLA, VML",https://www.lovethework.com/work/entries/zero-disruption-ad-759277,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,A06 - Audio-Led Creativity,Audio-Led Creativity,.41,"RAPPIN HOOD, TECH AND SOUL",https://www.lovethework.com/work/entries/41-764553,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,B02 - Sound Design,Sound Design,PLAY THE DEW,"MOUNTAIN DEW, BBDO GUERRERO",https://www.lovethework.com/work/entries/play-the-dew-764991,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,A04 - Branded Content/Podcasts,Media/Entertainment,NEW HEIGHTS WITH JASON & TRAVIS KELCE,"WONDERY, WONDERY",https://www.lovethework.com/work/entries/new-heights-with-jason-travis-kelce-763395,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,A01 - Use of Audio & Radio as a Medium,Use of Audio & Radio as a Medium,REBORN SONGS,"LIFELINK, VML",https://www.lovethework.com/work/entries/reborn-songs-763569,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,A01 - Use of Audio & Radio as a Medium,Use of Audio & Radio as a Medium,FLAMING GRILL RADIO,"BURGER KING, PROXIMITY BBDO",https://www.lovethework.com/work/entries/flaming-grill-radio-762551,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,D01 - Consumer Goods,Healthcare,DIGITAL CLOCK,"POISE, GUT",https://www.lovethework.com/work/entries/digital-clock-762653,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,A01 - Use of Audio & Radio as a Medium,Use of Audio & Radio as a Medium,DIRTY MOUTH SPONSORSHIP,"CIF, DROGA5, PART OF ACCENTURE SONG",https://www.lovethework.com/work/entries/dirty-mouth-sponsorship-764407,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,D01 - Consumer Goods,"Travel, Leisure, Retail, Restaurants & Fast-Food Chains",EMOJIS ON THE RADIO,"OLD FOURTH DISTILLERY, MURDER HORNET",https://www.lovethework.com/work/entries/emojis-on-the-radio-741989,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,C04 - Social Behaviour,Social Behaviour,"SENNA, THE VOICE OF AN ICON","GUARANA ANTARCTICA, CPB",https://www.lovethework.com/work/entries/senna-the-voice-of-an-icon-741994,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,D01 - Consumer Goods,Consumer Goods,MCOBEAUTY - LUXURY FOR EVERYONE,"MCOBEAUTY, MCOBEAUTY",https://www.lovethework.com/work/entries/mcobeauty-luxury-for-everyone-741996,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,C04 - Social Behaviour,Social Behaviour,STREET ART SCHOOL,"POSCA, TBWA\PARIS",https://www.lovethework.com/work/entries/street-art-school-742012,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,C04 - Social Behaviour,Social Behaviour,#TRYJANUARY,"SAVANNA, TBWA\HUNT\LASCARIS",https://www.lovethework.com/work/entries/tryjanuary-742032,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,C04 - Social Behaviour,Social Behaviour,THE TWO MATCHES,"RPP, NODOS",https://www.lovethework.com/work/entries/the-two-matches-742064,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,A01 - Use of Audio & Radio as a Medium,Use of Audio & Radio as a Medium,KIA SOUNDSCAPES,"KIA EUROPE, INNOCEAN BERLIN",https://www.lovethework.com/work/entries/kia-soundscapes-741624,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,A01 - Use of Audio & Radio as a Medium,Use of Audio & Radio as a Medium,GOAT VS GOAT,"AER, MARURI",https://www.lovethework.com/work/entries/goat-vs-goat-741818,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,B01 - Use of Music,Use of Music,FROM HURT TO HIT,"BRAHMA, AFRICA CREATIVE DDB",https://www.lovethework.com/work/entries/from-hurt-to-hit-741768,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,B01 - Use of Music,Use of Music,RIDE THE 'DENTE,"CHILI'S RESTAURANT, JM&D",https://www.lovethework.com/work/entries/ride-the-dente-741769,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,B04 - Casting & Performance,Casting & Performance,SALVATION ARMY PAPA,"SALVATION ARMY, THE ODD NUMBER",https://www.lovethework.com/work/entries/salvation-army-papa-741772,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,B01 - Use of Music,Use of Music,MASK,"TECHEM, SERVICEPLAN GERMANY",https://www.lovethework.com/work/entries/mask-741805,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,B01 - Use of Music,Use of Music,BEARD,"TECHEM, SERVICEPLAN GERMANY",https://www.lovethework.com/work/entries/beard-741809,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,B01 - Use of Music,Use of Music,"""LET NO ONE DICTATE HOW YOU FLY""","AEROMEXICO, AEROMEXICO",https://www.lovethework.com/work/entries/let-no-one-dictate-how-you-fly-741831,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,B04 - Casting & Performance,Casting & Performance,SIBLING,"BEACHES & SANDALS RESORTS, LEO ",https://www.lovethework.com/work/entries/sibling-741836,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded
2025,audio-radio,A01 - Use of Audio & Radio as a Medium,Use of Audio & Radio as a Medium,MCDELIVERY FM,"MCDONALD'S, ONIRIA\TBWA",https://www.lovethework.com/work/entries/mcdelivery-fm-741837,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,A06 - Audio-Led Creativity,Audio-Led Creativity,TOUCHING COLORS,"CORAL, VML",https://www.lovethework.com/work/entries/touching-colors-741848,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,A01 - Use of Audio & Radio as a Medium,Use of Audio & Radio as a Medium,THE SPECIAL HEARING TEST,"AMPLIFON, SMALL",https://www.lovethework.com/work/entries/the-special-hearing-test-741894,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,D01 - Consumer Goods,Automotive,BUDGET CUTS,"VOLKSWAGEN, OGILVY SOUTH AFRICA",https://www.lovethework.com/work/entries/budget-cuts-741969,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,B04 - Casting & Performance,Casting & Performance,SONG FOR THE LUNGS,"PAGUE MENOS, LEW'LARA\TBWA",https://www.lovethework.com/work/entries/song-for-the-lungs-741995,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,D01 - Consumer Goods,Consumer Goods,OHIO PIG,"NOTCO, GUT",https://www.lovethework.com/work/entries/ohio-pig-742003,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,C05 - Use of Humour,Use of Humour,GET APRRRRROVED,"LYNX, MASSIVEMUSIC",https://www.lovethework.com/work/entries/get-aprrrrroved-742007,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,C04 - Social Behaviour,Social Behaviour,LULLABEAT,"BABYSEC, VML",https://www.lovethework.com/work/entries/lullabeat-742046,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,C01 - Local Brand,Local Brand,LONGER THAN THE COMMERCIAL BREAK,"WILHELM, TBWA\HELSINKI",https://www.lovethework.com/work/entries/longer-than-the-commercial-break-742077,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,C03 - Single-Market Campaign,Single-Market Campaign,HEAVY MAKEUP,"K-CITYMARKET, TBWA\HELSINKI",https://www.lovethework.com/work/entries/heavy-makeup-742154,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,A02 - Use of Audio & Radio Technology,Use of Audio & Radio Technology,UNCOMFORTABLE NATURE SOUNDS - UNQUIET,"REVISTA UNQUIET, TECH AND SOUL",https://www.lovethework.com/work/entries/uncomfortable-nature-sounds-unquiet-759195,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,A01 - Use of Audio & Radio as a Medium,Use of Audio & Radio as a Medium,TRIPSECURE+ - SIMPLIFYING TRAVEL INSURANCE WITH AI-CREATED MUSIC,"ICICI LOMBARD GENERAL INSURANCE LIMITED, ICICI BANK",https://www.lovethework.com/work/entries/tripsecure-simplifying-travel-insurance-with-ai-created-music-759331,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,C05 - Use of Humour,Use of Humour,HIGH ENERGY INTERN,"FUSION ENERGY DRINK, DAVID",https://www.lovethework.com/work/entries/high-energy-intern-763831,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,C01 - Local Brand,Local Brand,THE BIGGEST BRAZILIAN MUSIC PLAYLIST IN THE WORLD,"PETROBRAS, PROPEG",https://www.lovethework.com/work/entries/the-biggest-brazilian-music-playlist-in-the-world-760022,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,A01 - Use of Audio & Radio as a Medium,Use of Audio & Radio as a Medium,SALVATION ARMY KOKO,"SALVATION ARMY, THE ODD NUMBER",https://www.lovethework.com/work/entries/salvation-army-koko-741615,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,A01 - Use of Audio & Radio as a Medium,Use of Audio & Radio as a Medium,"TAKE A BREAK, STAY AWAKE","INA, IMAGO OGILVY",https://www.lovethework.com/work/entries/take-a-break-stay-awake-741879,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,D01 - Consumer Goods,Consumer Goods,COLORADO COW,"NOTCO, GUT",https://www.lovethework.com/work/entries/colorado-cow-741986,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,C01 - Local Brand,Local Brand,LIFE VS CARIBBEAN: SIBLING,"BEACHES & SANDALS RESORTS, LEO ",https://www.lovethework.com/work/entries/life-vs-caribbean-sibling-763473,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,A05 - Content Placement,Content Placement,THE UNDERCOVER AD,"STANDARD BANK, M&C SAATCHI ABEL",https://www.lovethework.com/work/entries/the-undercover-ad-763936,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,A01 - Use of Audio & Radio as a Medium,Use of Audio & Radio as a Medium,THE TEST LIST,"GRUPO OMINT, TOMBRASNINA",https://www.lovethework.com/work/entries/the-test-list-763988,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,B01 - Use of Music,Use of Music,JOY HAS COME EARLY,"PAMPERS, HAVAS MIDDLE EAST",https://www.lovethework.com/work/entries/joy-has-come-early-741775,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,B03 - Script,Script,EQUAL COMMUNICATION – BROPROPRIATING,"TERRE DES FEMMES, SCHOLZ & FRIENDS",https://www.lovethework.com/work/entries/equal-communication-bropropriating-741806,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,A01 - Use of Audio & Radio as a Medium,Use of Audio & Radio as a Medium,SO-SO SPINS TOKYO,"BOSS, VML OGILVY JAPAN",https://www.lovethework.com/work/entries/so-so-spins-tokyo-764446,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,C04 - Social Behaviour,Social Behaviour,.41,"RAPPIN HOOD, TECH AND SOUL",https://www.lovethework.com/work/entries/41-764512,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=2
2025,audio-radio,C07 - Corporate Purpose & Social Responsibility,Corporate Purpose & Social Responsibility,FISHERMEN STORYTELLERS,"CORONA, AFRICA CREATIVE DDB",https://www.lovethework.com/work/entries/fishermen-storytellers-764559,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,C07 - Corporate Purpose & Social Responsibility,Corporate Purpose & Social Responsibility,"THE COLOMBIAN NATIONAL ANTHEM, PERFORMED BY ITS BIODIVERSITY.","SURA, McCANN",https://www.lovethework.com/work/entries/the-colombian-national-anthem-performed-by-its-biodiversity-764229,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,B03 - Script,Script,SHAME,"HARLEY DAVIDSON, FP7 McCANN",https://www.lovethework.com/work/entries/shame-760646,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,D01 - Consumer Goods,Automotive,PAIN,"HARLEY DAVIDSON, FP7 McCANN",https://www.lovethework.com/work/entries/pain-760746,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,C04 - Social Behaviour,Social Behaviour,WHERE IS RATINHO’S WATER,"UNICEF, VML",https://www.lovethework.com/work/entries/where-is-ratinhos-water-742024,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,C06 - Breakthrough on a Budget,Breakthrough on a Budget,PLAY THE DEW,"MOUNTAIN DEW, BBDO GUERRERO",https://www.lovethework.com/work/entries/play-the-dew-742151,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,A01 - Use of Audio & Radio as a Medium,Use of Audio & Radio as a Medium,EVERY DREAM NEEDS A TEAM,"MERCEDES-AMG PETRONAS FORMULA ONE TEAM, AMV BBDO",https://www.lovethework.com/work/entries/every-dream-needs-a-team-741790,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,A01 - Use of Audio & Radio as a Medium,Use of Audio & Radio as a Medium,THE FUTURE FAN STAGE,"WAY OUT WEST, NORD DDB",https://www.lovethework.com/work/entries/the-future-fan-stage-741845,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,B02 - Sound Design,Sound Design,HUSH LITTLE BABY,"2DEGREES, TBWA\NEW ZEALAND",https://www.lovethework.com/work/entries/hush-little-baby-741858,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,A03 - Voice Activation,Voice Activation,WALLA VISA?,"VISA, SAATCHI AND SAATCHI ME",https://www.lovethework.com/work/entries/walla-visa-741873,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,B02 - Sound Design,Sound Design,DANNY,"KIA EUROPE, INNOCEAN BERLIN",https://www.lovethework.com/work/entries/danny-741878,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,B03 - Script,Script,MOVING OUT,"GOODNITES, FCB NEW ZEALAND",https://www.lovethework.com/work/entries/moving-out-741899,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,A04 - Branded Content/Podcasts,Media/Entertainment,THE TWO MATCHES,"RPP, NODOS",https://www.lovethework.com/work/entries/the-two-matches-742082,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,D01 - Consumer Goods,Consumer Goods,Difficult,"TWIX, adam&eveDDB",https://www.lovethework.com/work/entries/difficult-742093,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,D06 - Consumer Services/Business to Business,Consumer Services/Business to Business,DOG,"OHRA, JOE PUBLIC",https://www.lovethework.com/work/entries/dog-742104,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,C04 - Social Behaviour,Social Behaviour,UNFORGETTABLE MEMORIES,"VICTORIA, THE JUJU MEXICO",https://www.lovethework.com/work/entries/unforgettable-memories-742122,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,C05 - Use of Humour,Use of Humour,NOW HERE'S A GOOD IDEA,"CITY LODGE GROUP, TBWA\HUNT\LASCARIS",https://www.lovethework.com/work/entries/now-heres-a-good-idea-742150,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,C07 - Corporate Purpose & Social Responsibility,Corporate Purpose & Social Responsibility,UNFINSHED AUDIOS,"CCR RODOVIAS, TALENT MARCEL",https://www.lovethework.com/work/entries/unfinshed-audios-764551,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,D01 - Consumer Goods,Consumer Goods,PEDIGREE DENTASTIX CURBSIDE CRAVINGS,"PEDIGREE, COLENSO BBDO",https://www.lovethework.com/work/entries/pedigree-dentastix-curbside-cravings-759397,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,C05 - Use of Humour,Use of Humour,FACE FOR RADIO,"QUAKER/ PEPSICO, PEPSICO",https://www.lovethework.com/work/entries/face-for-radio-763804,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,D07 - Not-for-Profit / Charity / Government,Not-for-Profit / Charity / Government,E-SCOOTERS AREN'T TOYS,"TRANSPORT ACCIDENT COMMISSION, CLEMENGER BBDO",https://www.lovethework.com/work/entries/e-scooters-arent-toys-763887,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,C02 - Challenger Brand,Challenger Brand,BROADCASTING THE SCAM,"MBANK, MOLECULAR WORLDWIDE",https://www.lovethework.com/work/entries/broadcasting-the-scam-764063,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,C02 - Challenger Brand,Market Disruption,START WITHOUT A SHOT,"NOVA POST, NOVA POST",https://www.lovethework.com/work/entries/start-without-a-shot-764253,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,D06 - Consumer Services/Business to Business,Consumer Services/Business to Business,"RUN, FORREST, RUN!","STOREBRAND, PER HOJ",https://www.lovethework.com/work/entries/run-forrest-run-764290,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=3
2025,audio-radio,A01 - Use of Audio & Radio as a Medium,Use of Audio & Radio as a Medium,KFC SPICY RELIEF HOTLINE,"KFC, VML",https://www.lovethework.com/work/entries/kfc-spicy-relief-hotline-759774,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=4
2025,audio-radio,D07 - Not-for-Profit / Charity / Government,Not-for-Profit / Charity / Government,KASEY RADIO,"CHILD RESCUE COALITION, DAVID & GOLIATH",https://www.lovethework.com/work/entries/kasey-radio-742200,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=4
2025,audio-radio,D07 - Not-for-Profit / Charity / Government,Not-for-Profit / Charity / Government,CINDY FROM BOOK CLUB,"CITY OF CAPE TOWN, OGILVY SOUTH AFRICA",https://www.lovethework.com/work/entries/cindy-from-book-club-742293,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=4
2025,audio-radio,C04 - Social Behaviour,Social Behaviour,NESTLÉ VIETNAM_MILO BRAND | VIET-NAMES OLYMPICS & PARALYMPICS PARIS 2024 CAMPAIGN,"Nestlé, OGILVY",https://www.lovethework.com/work/entries/nestl-vietnammilo-brand-viet-names-olympics-paralympics-paris-2024-campaign-742117,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=4
2025,audio-radio,D01 - Consumer Goods,Consumer Goods,FAMILY,"MINUTE MAID, GREY",https://www.lovethework.com/work/entries/family-742132,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=4
2025,audio-radio,C01 - Local Brand,Local Brand,EXPORT ULTRA COLD CALL BACK SERVICE,"EXPORT ULTRA, SPECIAL",https://www.lovethework.com/work/entries/export-ultra-cold-call-back-service-742085,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/audio-radio?tag=publication+dates%40%40year%40%402025%23%23trophies%40%40award+level%40%40unawarded&page=4
