year,category_slug,level2,level3,entries,status,url
2025,creative-effectiveness,Creative Effectiveness: Sectors,A05: Media/Entertainment,324,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-effectiveness?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Creative+Effectiveness%3A+Sectors%40%40A05%3A+Media%2FEntertainment
2025,creative-effectiveness,Creative Effectiveness: Sectors,A06: Consumer Services/Business to Business,324,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-effectiveness?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Creative+Effectiveness%3A+Sectors%40%40A06%3A+Consumer+Services%2FBusiness+to+Business
2025,creative-effectiveness,Creative Effectiveness: Sectors,A07: Not-for-Profit / Charity / Government,324,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-effectiveness?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Creative+Effectiveness%3A+Sectors%40%40A07%3A+Not-for-Profit+%2F+Charity+%2F+Government
2025,creative-effectiveness,Long-Term Brand Platform,D01: Long-Term Brand Platform,324,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-effectiveness?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Long-Term+Brand+Platform%40%40D01%3A+Long-Term+Brand+Platform
2025,creative-effectiveness,Market,B01: Single Market,324,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-effectiveness?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Market%40%40B01%3A+Single+Market
2025,creative-effectiveness,Market,B02: Multi-Market,324,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-effectiveness?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Market%40%40B02%3A+Multi-Market
2025,creative-effectiveness,Market,B03: Global Market,324,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-effectiveness?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Market%40%40B03%3A+Global+Market
2025,creative-effectiveness,Market,B04: Creative Effectiveness for Good,324,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-effectiveness?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Market%40%40B04%3A+Creative+Effectiveness+for+Good
2025,creative-strategy,Challenges & Breakthroughs,C01: Challenger Brand Strategy,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Challenges+%26+Breakthroughs%40%40C01%3A+Challenger+Brand+Strategy
2025,creative-strategy,Challenges & Breakthroughs,C02: Breakthrough on a Budget,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Challenges+%26+Breakthroughs%40%40C02%3A+Breakthrough+on+a+Budget
2025,creative-strategy,Challenges & Breakthroughs,C03: Multi-Market Strategy,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Challenges+%26+Breakthroughs%40%40C03%3A+Multi-Market+Strategy
2025,creative-strategy,Challenges & Breakthroughs,C04: Long-Term Strategy,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Challenges+%26+Breakthroughs%40%40C04%3A+Long-Term+Strategy
2025,creative-strategy,Challenges & Breakthroughs,C05: Corporate Purpose & Social Responsibility,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Challenges+%26+Breakthroughs%40%40C05%3A+Corporate+Purpose+%26+Social+Responsibility
2025,creative-strategy,Challenges & Breakthroughs,C06: Market Disruption,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Challenges+%26+Breakthroughs%40%40C06%3A+Market+Disruption
2025,creative-strategy,Challenges & Breakthroughs,C07: Cultural Engagement,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Challenges+%26+Breakthroughs%40%40C07%3A+Cultural+Engagement
2025,creative-strategy,Creative Strategy: Sectors,A01: Consumer Goods,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Creative+Strategy%3A+Sectors%40%40A01%3A+Consumer+Goods
2025,creative-strategy,Creative Strategy: Sectors,A02: Healthcare,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Creative+Strategy%3A+Sectors%40%40A02%3A+Healthcare
2025,creative-strategy,Creative Strategy: Sectors,A03: Automotive,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Creative+Strategy%3A+Sectors%40%40A03%3A+Automotive
2025,creative-strategy,Creative Strategy: Sectors,"A04: Travel, Leisure, Retail, Restaurants & Fast-Food Chains",900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Creative+Strategy%3A+Sectors%40%40A04%3A+Travel%2C+Leisure%2C+Retail%2C+Restaurants+%26+Fast-Food+Chains
2025,creative-strategy,Creative Strategy: Sectors,A05: Media/Entertainment,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Creative+Strategy%3A+Sectors%40%40A05%3A+Media%2FEntertainment
2025,creative-strategy,Creative Strategy: Sectors,A06: Consumer Services/Business to Business,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Creative+Strategy%3A+Sectors%40%40A06%3A+Consumer+Services%2FBusiness+to+Business
2025,creative-strategy,Creative Strategy: Sectors,A07: Not-for-Profit / Charity / Government,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Creative+Strategy%3A+Sectors%40%40A07%3A+Not-for-Profit+%2F+Charity+%2F+Government
2025,creative-strategy,Excellence in Creative Strategy,E01: Products/Services,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Excellence+in+Creative+Strategy%40%40E01%3A+Products%2FServices
2025,creative-strategy,Excellence in Creative Strategy,E02: Experience and Relationship Models,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Excellence+in+Creative+Strategy%40%40E02%3A+Experience+and+Relationship+Models
2025,creative-strategy,Excellence in Creative Strategy,E03: Brand Strategy,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Excellence+in+Creative+Strategy%40%40E03%3A+Brand+Strategy
2025,creative-strategy,Insights & Research,B01: Data & Analytics,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Insights+%26+Research%40%40B01%3A+Data+%26+Analytics
2025,creative-strategy,Insights & Research,B02: Audience Insight,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Insights+%26+Research%40%40B02%3A+Audience+Insight
2025,creative-strategy,Long-Term Brand Platform,F01: Long-Term Brand Platform,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Long-Term+Brand+Platform%40%40F01%3A+Long-Term+Brand+Platform
2025,creative-strategy,Partnerships & Perspectives,D01: Brave Brands,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Partnerships+%26+Perspectives%40%40D01%3A+Brave+Brands
2025,creative-strategy,Partnerships & Perspectives,D02: Collaboration,900,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/creative-strategy?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Partnerships+%26+Perspectives%40%40D02%3A+Collaboration
2025,design,Brand Design,A01: Brand/Corporate Identity,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Brand+Design%40%40A01%3A+Brand%2FCorporate+Identity
2025,design,Brand Design,A02: Rebrand/Refresh of an Existing Brand,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Brand+Design%40%40A02%3A+Rebrand%2FRefresh+of+an+Existing+Brand
2025,design,Brand Design,A03: Packaging Design,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Brand+Design%40%40A03%3A+Packaging+Design
2025,design,Brand Design,A04: Product Design,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Brand+Design%40%40A04%3A+Product+Design
2025,design,Brand Design,A05: Publications & Editorial Design,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Brand+Design%40%40A05%3A+Publications+%26+Editorial+Design
2025,design,Brand Design,A06: Books,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Brand+Design%40%40A06%3A+Books
2025,design,Brand Design,A07: Digital Design,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Brand+Design%40%40A07%3A+Digital+Design
2025,design,Brand Design,A08: Brand Environment & Experience Design,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Brand+Design%40%40A08%3A+Brand+Environment+%26+Experience+Design
2025,design,Brand Design,A09: Design-Driven Effectiveness,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Brand+Design%40%40A09%3A+Design-Driven+Effectiveness
2025,design,Brand Design,A10: Brand Collateral,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Brand+Design%40%40A10%3A+Brand+Collateral
2025,design,Brand Design,A11: Special Editions & Bespoke Items,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Brand+Design%40%40A11%3A+Special+Editions+%26+Bespoke+Items
2025,design,Brand Design,A12: Social Media Design,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Brand+Design%40%40A12%3A+Social+Media+Design
2025,design,Brand Design,A13: Posters,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Brand+Design%40%40A13%3A+Posters
2025,design,Brand Design,A14: Promotional Items/Promotional Printed Media,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Brand+Design%40%40A14%3A+Promotional+Items%2FPromotional+Printed+Media
2025,design,Transformative Design,B01: Inclusive Design,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Transformative+Design%40%40B01%3A+Inclusive+Design
2025,design,Transformative Design,B02: Sustainability-Focused Design,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Transformative+Design%40%40B02%3A+Sustainability-Focused+Design
2025,design,Transformative Design,B03: Innovation in Design,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Transformative+Design%40%40B03%3A+Innovation+in+Design
2025,design,Transformative Design,B04: Use of Emerging Technology,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Transformative+Design%40%40B04%3A+Use+of+Emerging+Technology
2025,design,Transformative Design,B05: Design for Behavioural Change,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Transformative+Design%40%40B05%3A+Design+for+Behavioural+Change
2025,design,Transformative Design,B06: Brand Transformation,1075,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/design?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Transformative+Design%40%40B06%3A+Brand+Transformation
2025,digital-craft,Content,B01: Cross-Channel Storytelling,553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Content%40%40B01%3A+Cross-Channel+Storytelling
2025,digital-craft,Content,B02: Real-Time Contextual Content,553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Content%40%40B02%3A+Real-Time+Contextual+Content
2025,digital-craft,Content,B03: Personalised Storytelling & Experience,553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Content%40%40B03%3A+Personalised+Storytelling+%26+Experience
2025,digital-craft,Content,B04: Excellence in Image Description,553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Content%40%40B04%3A+Excellence+in+Image+Description
2025,digital-craft,Data & AI,C01: Data Storytelling,553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Data+%26+AI%40%40C01%3A+Data+Storytelling
2025,digital-craft,Data & AI,C02: Real-Time Usage & Targeting,553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Data+%26+AI%40%40C02%3A+Real-Time+Usage+%26+Targeting
2025,digital-craft,Data & AI,C03: Data Visualisation,553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Data+%26+AI%40%40C03%3A+Data+Visualisation
2025,digital-craft,Data & AI,C04: Curation of Data,553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Data+%26+AI%40%40C04%3A+Curation+of+Data
2025,digital-craft,Data & AI,C05: AI Storytelling,553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Data+%26+AI%40%40C05%3A+AI+Storytelling
2025,digital-craft,Form,A01: Digital Illustration & Image Design,553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Form%40%40A01%3A+Digital+Illustration+%26+Image+Design
2025,digital-craft,Form,A02: Video/Moving Image,553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Form%40%40A02%3A+Video%2FMoving+Image
2025,digital-craft,Form,A03: Motion Graphics Design & Animation,553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Form%40%40A03%3A+Motion+Graphics+Design+%26+Animation
2025,digital-craft,Form,A04: Music/Sound Design,553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Form%40%40A04%3A+Music%2FSound+Design
2025,digital-craft,Form,A05: Overall Aesthetic Design (incl. UI),553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Form%40%40A05%3A+Overall+Aesthetic+Design+(incl.+UI)
2025,digital-craft,Form,A06: UX & Journey Design,553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Form%40%40A06%3A+UX+%26+Journey+Design
2025,digital-craft,Form,A07: Experience Design: Multi-Platform,553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Form%40%40A07%3A+Experience+Design%3A+Multi-Platform
2025,digital-craft,Technology,D01: Innovative Use of Technology,553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Technology%40%40D01%3A+Innovative+Use+of+Technology
2025,digital-craft,Technology,D02: Native & Built-In Feature Integration,553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Technology%40%40D02%3A+Native+%26+Built-In+Feature+Integration
2025,digital-craft,Technology,D03: Technological Achievement in Digital Craft,553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Technology%40%40D03%3A+Technological+Achievement+in+Digital+Craft
2025,digital-craft,Technology,D04: New Realities & Emerging Tech,553,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/digital-craft?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Technology%40%40D04%3A+New+Realities+%26+Emerging+Tech
2025,direct,Channels,B01: Mailing/Programmatic Mail,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Channels%40%40B01%3A+Mailing%2FProgrammatic+Mail
2025,direct,Channels,B02: Small-Scale Media,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Channels%40%40B02%3A+Small-Scale+Media
2025,direct,Channels,B03: Large-Scale Media,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Channels%40%40B03%3A+Large-Scale+Media
2025,direct,Channels,B04: Use of Broadcast,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Channels%40%40B04%3A+Use+of+Broadcast
2025,direct,Channels,B05: Use of Print/Outdoor,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Channels%40%40B05%3A+Use+of+Print%2FOutdoor
2025,direct,Culture & Context,F01: Local Brand,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Culture+%26+Context%40%40F01%3A+Local+Brand
2025,direct,Culture & Context,F02: Challenger Brand,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Culture+%26+Context%40%40F02%3A+Challenger+Brand
2025,direct,Culture & Context,F03: Single-Market Campaign,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Culture+%26+Context%40%40F03%3A+Single-Market+Campaign
2025,direct,Culture & Context,F04: Social Behaviour,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Culture+%26+Context%40%40F04%3A+Social+Behaviour
2025,direct,Culture & Context,F05: Use of Humour,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Culture+%26+Context%40%40F05%3A+Use+of+Humour
2025,direct,Culture & Context,F06: Breakthrough on a Budget,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Culture+%26+Context%40%40F06%3A+Breakthrough+on+a+Budget
2025,direct,Culture & Context,F07: Corporate Purpose & Social Responsibility,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Culture+%26+Context%40%40F07%3A+Corporate+Purpose+%26+Social+Responsibility
2025,direct,Culture & Context,F08: Market Disruption,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Culture+%26+Context%40%40F08%3A+Market+Disruption
2025,direct,Culture & Context,F09: Cultural Engagement,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Culture+%26+Context%40%40F09%3A+Cultural+Engagement
2025,direct,Data & Technology,C01: Data-Driven Direct Strategy,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Data+%26+Technology%40%40C01%3A+Data-Driven+Direct+Strategy
2025,direct,Data & Technology,C02: Data-Driven Targeting,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Data+%26+Technology%40%40C02%3A+Data-Driven+Targeting
2025,direct,Data & Technology,C03: Use of Real-Time Data,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Data+%26+Technology%40%40C03%3A+Use+of+Real-Time+Data
2025,direct,Data & Technology,C04: New Realities & Emerging Tech,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Data+%26+Technology%40%40C04%3A+New+Realities+%26+Emerging+Tech
2025,direct,Data & Technology,C05: Gaming,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Data+%26+Technology%40%40C05%3A+Gaming
2025,direct,Digital & Social,D01: Use of Digital Platforms,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Digital+%26+Social%40%40D01%3A+Use+of+Digital+Platforms
2025,direct,Digital & Social,D02: Use of Mobile,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Digital+%26+Social%40%40D02%3A+Use+of+Mobile
2025,direct,Digital & Social,D03: Use of Social Platforms,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Digital+%26+Social%40%40D03%3A+Use+of+Social+Platforms
2025,direct,Digital & Social,D04: Real-Time Response,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Digital+%26+Social%40%40D04%3A+Real-Time+Response
2025,direct,Digital & Social,D05: Co-Creation & User-Generated Content,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Digital+%26+Social%40%40D05%3A+Co-Creation+%26+User-Generated+Content
2025,direct,Direct: Sectors,A01: Consumer Goods,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Direct%3A+Sectors%40%40A01%3A+Consumer+Goods
2025,direct,Direct: Sectors,A02: Healthcare,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Direct%3A+Sectors%40%40A02%3A+Healthcare
2025,direct,Direct: Sectors,A03: Automotive,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Direct%3A+Sectors%40%40A03%3A+Automotive
2025,direct,Direct: Sectors,"A04: Travel, Leisure, Retail, Restaurants & Fast-Food Chains",2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Direct%3A+Sectors%40%40A04%3A+Travel%2C+Leisure%2C+Retail%2C+Restaurants+%26+Fast-Food+Chains
2025,direct,Direct: Sectors,A05: Media/Entertainment,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Direct%3A+Sectors%40%40A05%3A+Media%2FEntertainment
2025,direct,Direct: Sectors,A06: Consumer Services/Business to Business,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Direct%3A+Sectors%40%40A06%3A+Consumer+Services%2FBusiness+to+Business
2025,direct,Direct: Sectors,A07: Not-for-Profit / Charity / Government,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Direct%3A+Sectors%40%40A07%3A+Not-for-Profit+%2F+Charity+%2F+Government
2025,direct,Excellence in Direct,E01: Copywriting,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Excellence+in+Direct%40%40E01%3A+Copywriting
2025,direct,Excellence in Direct,E02: Art Direction/Design,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Excellence+in+Direct%40%40E02%3A+Art+Direction%2FDesign
2025,direct,Excellence in Direct,E03: Experience Design,2019,ok,https://www.lovethework.com/en/awards/winners-shortlists/cannes-lions/direct?tag=publication+dates%40%40year%40%402025%23%23lions+award+category%40%40Excellence+in+Direct%40%40E03%3A+Experience+Design
